,Code,Date,Title,Contents,Readcnt,Agreecnt,Disagreecnt
312,112040,2023-08-03,위메이드 2분기 실적 신작 나이트 크로우 대박,위메아드 오후장에 큰폭으로 상승한다.위메이드 외인및기관들 매수가 많다.그리고 외인및기관들 수급니 너무 좋다.신작 게임 흥행으로 2분기 매출액이 2배가량 증가할 것으로 전망된 위메이드 주가가 급등했다. 반면 원조 대장주인 크래프톤·엔씨소프트는 신작 모멘텀 부재에 주가가 지지부진한 모습이다.2일 한국거래소에 따르면 위메이드 주가는 15.12% 상승한 4만2250원에 마감했다. 위메이드 주가는 연중 33.91% 올랐다.이날 위메이드 주가가 상승한 건 2분기 실적 발표 기대감에 매수세가 대거 유입됐기 때문이다. 위메이드 거래량은 전 거래일 대비 586% 늘었다.금융정보업체 에프앤가이드에 따르면 국내 증권사 3곳 이상은 올해 2분기 위메이드가 매출 2039억원을 기록할 것이라고 추정했다. 이는 전년 동기 대비 87%나 급증한 수치다. 직전 분기(939억원)와 비교해서도 2배 이상 증가한 전망치다.,6,0,0
313,112040,2023-08-03,위메이드 2분기실적 최대 매출 및 최대 영업이익 달성,위메이드 나이트크로우 게임 대박 조짐이 보이고 있습니다.,9,0,0
314,112040,2023-08-03,위메이드 나이트 크로우 구글 플레이 매출 1위 달성,위메이드 나이트 크로우 구글 플레이 매출 1위 달성,4,0,0
315,112040,2023-08-03,위메이드 2분기 실적 어닝서프라이즈입니다.,위메이드 나이트크로우 화이팅,5,0,0
316,112040,2023-08-03,위메이드 나이트 크로우 미국게임에서 1위 달성,위메이드 외인및기관들 10만주 매수합니다.,8,0,0
317,112040,2023-08-02,장막판에 위메이드 9만주 매수 합니다.,장막판에 위메이드 9만주 매수 합니다.,39,0,0
318,112040,2023-08-02,속보)위메이드 나이트 크로우 구글 플레이 매출 1위 달성.,속보) 위메이드 나이트 크로우 구글 플레이 매출 1위 달성.위메이드 나이트 크로우 대박 터졌다.,44,0,0
319,112040,2023-08-02,위메이드 2분기 실적 어닝서프라이즈입니다.,뭐 오늘 무조건 20%급등한다.위메이드 나이트크로우 화이팅,50,0,0
320,112040,2023-08-02,바이낸스 일본 진출!,속보 떴네요..위믹스도 일본 진출 선언한 터라 맞물려서..,9,0,0
321,112040,2023-08-02,미국에서 나이트크로우 게임 매출 1위다.,무조건 위메이드 외인들및기관들 20만주 매수 합니다.,32,0,0
322,112040,2023-08-02,위메이드 오늘 무조건 20%상승한다.위메이드 나이트 크로우,위메이드 오늘 무조건 20%상승한다.위메이드 나이트 크로우,9,0,0
323,112040,2023-08-02,속보)위메이드 나이트 크로우 구글 플레이 매출 1위 달성.,속보) 위메이드 나이트 크로우 구글 플레이 매출 1위 달성.위메이드 나이트 크로우 대박 터졌다.,17,0,0
324,112040,2023-08-02,위메이드 2분기실적 매우좋고 게임 나이트 크로우 신작 대박,위메이드 2분기실적 매우좋고 게임 나이트 크로우 신작 대박이요,39,1,0
325,112040,2023-08-02,위메이드 신작 나이트 크로우 중국 판권 판매 효과,위메이드 신작 나이트 크로우 중국 판권 판매 효과,42,0,0
326,140860,2023-08-28,파크시스템스 확정적이겠네요..,파크시스템스 120명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,5,0,0
327,056190,2023-08-28,에스에프에이 확정적이겠네요..,에스에프에이 120명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,13,0,0
328,039200,2023-08-28,오스코텍 확정적이겠네요..,오스코텍 117명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,22,0,0
329,222800,2023-08-28,심텍 확정적이겠네요..,심텍 118명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,19,0,0
330,225570,2023-08-28,넥슨게임즈 확정적이겠네요..,넥슨게임즈 119명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,13,0,0
331,225570,2023-08-10,상속세,12조-4조=8조 음 ~ 아직 8조 못 낸거 맞졈,35,0,0
332,009520,2023-08-29,8월28일(화)추천종목 안보면 후회합니다 https://youtube.com/shorts/,8월28일(화)추천종목 안보면 후회합니다https:&amp; #x2F;&amp; #x2F;youtube.com&amp; #x2F;shorts&amp; #x2F;L_jSTCrRBW8?si=FDYNtD7sxcs3cfRR,33,0,0
333,009520,2023-08-28,포스코엠텍 무작정 기다리기보다는.,포스코엠텍 115명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,71,0,0
334,009520,2023-08-07,언젠간 좋은날이 오겠지,현대일렉트릭 5700 매수 --&amp;gt; 18000 매도한 돈으로 포스코 엠택 4900원 매수 --&amp;gt; 12000 매도 후                7700원 매수 --&amp;gt; 12000 매도                28000원 매수 --&amp;gt; 44000 매도대충 15배 올랐는데 이리 저리 사고 팔고 할게 아니라 현대일렉트릭 그냥 가지고있었어도 똑같네.....다음 매수 시점은 느낌이 오면 들어가야지,127,0,0
335,009520,2023-08-04,오늘 상한가,초존도체 박살,117,0,1
336,096530,2023-08-28,씨젠 확정적이겠네요..,씨젠 119명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,53,0,0
337,096530,2023-08-08,8월8일 매수추천,현재가 22000원  강력매수 추천목표가 31000~ 34000 원,126,0,0
338,096530,2023-08-07,씨젠입니다,"&amp; #x27;;&amp; #x2F;&amp; #x27;;&amp; #x27;&amp; #x2F;씨젠 자` 료 베` 포 할 려고 합니다토 론방 을 보 니 답 답하 기도 하고모 르시 는 분들 도 많 을거 같 아 올 려 봅니다정` 리도 이 미 끝 마친 상 태구요[[ 공,ㅣ,ㅇ ㅡ다섯 8 ) 둘 여섯 --- 넷 6 넷 하나 ]]씨젠 남` 겨주 세 요",178,3,0
339,348370,2023-08-28,엔켐 확정적이겠네요..,엔켐 118명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,18,0,0
340,213420,2023-08-28,덕산네오룩스 확정적이겠네요..,덕산네오룩스 120명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,11,0,0
341,101490,2023-08-28,에스앤에스텍 확정적이겠네요..,에스앤에스텍 117명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,23,0,0
342,281740,2023-08-28,레이크머티리얼즈 확정적이겠네요..,레이크머티리얼즈 118명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,72,0,0
343,281740,2023-08-07,레이크머티리얼즈입니다,"&amp; #x27;;&amp; #x2F;&amp; #x27;;&amp; #x27;&amp; #x2F;레이크머티리얼즈 자` 료 베` 포 할 려고 합니다토 론방 을 보 니 답 답하 기도 하고모 르시 는 분들 도 많 을거 같 아 올 려 봅니다정` 리도 이 미 끝 마친 상 태구요[[ 공,ㅣ,ㅇ ㅡ다섯 8 ) 둘 여섯 --- 넷 6 넷 하나 ]]레이크머티리얼즈 남` 겨주 세 요",248,3,0
344,064550,2023-08-28,바이오니아 확정적이겠네요..,바이오니아 118명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,40,0,0
345,064550,2023-08-20,23100원에 매수해 로또 가명 황금연못드림 ,ㆍ,20,0,0
346,195940,2023-08-28,HK이노엔 확정적이겠네요..,HK이노엔 119명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,23,0,0
347,287410,2023-08-28,제이시스메디칼 확정적이겠네요..,제이시스메디칼 118명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,13,0,0
348,048410,2023-08-28,현대바이오 확정적이겠네요..,현대바이오 118명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,91,0,0
349,048410,2023-08-13,22000원에 500주매수완 ,ㆍ,113,2,0
350,048410,2023-08-07,현대바이오입니다,"&amp; #x27;;&amp; #x2F;&amp; #x27;;&amp; #x27;&amp; #x2F;현대바이오 자` 료 베` 포 할 려고 합니다토 론방 을 보 니 답 답하 기도 하고모 르시 는 분들 도 많 을거 같 아 올 려 봅니다정` 리도 이 미 끝 마친 상 태구요[[ 공..ㅣ,ㅇ ㅡ오 팔 ) 둘 여섯 --- 넷 여섯 넷 하나 ]]현대바이오 남` 겨주 세 요",340,3,0
351,060280,2023-08-28,큐렉소 무작정 기다리기보다는.,큐렉소 115명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,34,0,0
352,091120,2023-08-28,이엠텍 확정적이겠네요..,이엠텍 117명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,35,0,0
353,091120,2023-08-21,올해 실적대비 고평가..,너무 고평가입니다. 실적 동반되지 않는 상승은 거품입니다.,54,0,0
354,085370,2023-08-28,루트로닉 확정적이겠네요..,루트로닉 119명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,9,0,0
355,067160,2023-08-28,아프리카TV 확정적이겠네요..,아프리카TV 120명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,8,0,0
356,085660,2023-08-28,차바이오텍 확정적이겠네요..,차바이오텍 118명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,43,0,0
357,067310,2023-08-28,하나마이크론 확정적이겠네요..,하나마이크론 117명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,17,0,0
358,141080,2023-08-28,레고켐바이오 확정적이겠네요..,레고켐바이오 119명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,9,0,0
359,299030,2023-08-28,하나기술 확정적이겠네요..,하나기술 117명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,45,0,0
360,099190,2023-08-28, 확정적이겠네요.., 117명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,11,0,0
361,298380,2023-08-28,에이비엘바이오 확정적이겠네요..,에이비엘바이오 119명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,17,0,0
362,067630,2023-08-28,HLB생명과학 확정적이겠네요..,HLB생명과학 120명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,14,0,0
363,189300,2023-08-28,인텔리안테크 확정적이겠네요..,인텔리안테크 117명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,11,0,0
364,166090,2023-08-30,하나 ,진짜 버리고싶다   처다보기도 싫&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;&amp; #x2F;  50% 인디ㅉ,1,0,0
365,166090,2023-08-28,하나머티리얼즈 확정적이겠네요..,하나머티리얼즈 120명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,7,0,0
366,294090,2023-08-21,오르지 않은 맥신 핵심 종목.,"시장이 맥신종목들이 연상 랠리를 하고 있는데 알려지지 않아서 오르지못한 맥신 핵심 종목.제목 : [특징주] 이오플로우, 美 자회사 &amp;amp; #x27;꿈의 신소재&amp;amp; #x27; 맥신 활용 인공 신장 기술력 &amp;amp; #x27;조명&amp;amp; #x27;[프라임경제]차세대 미래 신소재인 &amp;amp; #x27;맥신(MXene)&amp;amp; #x27;이 국내 증시에서 핫이슈로 부각되며 관련주들이 반등하고 있는 가운데 이오플로우(294090) 역시 금일 장중 상승세를 연출하고 있다.이는 미국자회사가 보 유한 맥신 기술이 부각되며 강한 매수세가 몰리고 있는 것으로 풀이된다.맥신은 금속층과 탄소층이 교대로 쌓인 2차원 나노물질이다. 높은 전기 전도성을 보유하고 있으면서도 여러 금속 화합물과 조합할 수 있어 활용도가 커질 것으로 전망되고 있다.맥신은 2011년 드렉셀대 유리 고고치 교수와 미첼 바섬 교수에 의해 개발된 이후 그래핀과 함께 대표적인 꿈의 신소재로 주목받았지만 대량생산이 불가능하다는 것이 단점으로 꼽혀왔다.하지만 지난 17일 이승철 한국과학기술연구원(KIST) 박사와 인도 연구팀이 맥신의 자기수송(Magnetoresistance) 특성을 이용해 표면의 분자 분포를 예측하는 방법을 개발하면서 대량생산 가능성이 열렸다. 이에 이른바 &amp;amp; #x27;맥신 관련주&amp;amp; #x27;들이 계속해서 급등세를 연출하고 있다.이오플로우는 자회사이자 인공신장 개발 전문기업인 네프리아 바이오가 보유하고 있는 맥신 기술력이 재조명되고 있다.지난 2021년 네프리아 바이오는 미국 드렉셀대학교와 나노 신소재 맥신기술이전 계약을 체결했다.이를 통해 네프리아 바이오는 미국 드렉셀대학교가 보유한 나노 신소재 맥신을 인공신장 분야에서 독점적으로 활용할 권리를 확보했다.맥신은 의료기기 분야에서 투석의 최대 난제로 꼽히는 노폐물인 요소(尿素)를 거르는데 현존하는 소재 중 가장 성능이 뛰어난 것으로 평가받고 있다.해당 기사는 프라임경제(www.newsprime.co.kr)에서 제공한 것이며 저작권은 제공 매체에 있습니다. 기사 내용 관련 문의는 해당 언론사에 하시기바랍니다.Copyright ⓒ True&amp;amp;amp;Live 증시뉴스 점유율1위, 인포스탁(www.infostock.co.kr)종목 :  이오플로우 , 294050 , 현재가 26700원.맥신관련 핵심 종목으로 지난주보다 주가가 떨어진 종목.이오플로우는 자회사이자 인공신장 개발 전문기업인 네프리아 바이오가 보유하고 있는 맥신 기술력이 재조명되고 있다.지난 2021년 네프리아 바이오는 미국 드렉셀대학교와 나노 신소재 맥신기술이전 계약을 체결했다.이를 통해 네프리아 바이오는 미국 드렉셀대학교가 보유한 나노 신소재 맥신을 인공신장 분야에서 독점적으로 활용할 권리를 확보했다..",18,0,0
367,036540,2023-08-28,SFA반도체 확정적이겠네요..,SFA반도체 120명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,23,0,0
368,036830,2023-08-28,솔브레인홀딩스 확정적이겠네요..,솔브레인홀딩스 119명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,26,0,0
369,003380,2023-08-28,하림지주 확정적이겠네요..,하림지주 120명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,19,0,0
370,290650,2023-08-28,엘앤씨바이오 확정적이겠네요..,엘앤씨바이오 119명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,13,0,0
371,290650,2023-08-13,웅장한 미래!! 10만원을 향하여!!제2의 애코프로를 지향한다!!,"CICC(중국국제금융공사)와 합작으로 엘앤씨차이나(L&amp;amp;C China)를 출범시켜서 궁극적으로 매출 1조원 달성 예정!!바로 IPO(기업공개)진행해서 시가총액 10조원, 엘앤씨바이오 지분 51% 로 5조원이 넘는 가치로 평가!!본격 진출 첫해(2025년 예상)에 중국에서만 매출 3,000억원 예상시 연결 영업이익은 800억원~1,000억 예상!!중국, 국내 연결 영업이익률 거의 30% 이상!!(사실 영업이익률이 30%가 넘는 회사는 코스닥에서 극소수에 불과함)이때 엘앤씨바이오의 시가총액은 대략 2조 5,000억원~3조원 5000억원 예상!!9일(수)현재 종가 38,100원 시가총액은 8643억원!!(코스닥 76위), 2025년엔 코스닥 20위 내 예상2025년까지 현재 주가의 3배~4배의 상승이 예상(120,000원~160,000원)이유는 간단하다. 매출액과 영업이익이 상상 이상으로 증가하는데, 주가 상승은 당연하지 않는가?운좋게도(?) 고령화 사회(장수 사회)로의 촉진과 맞물려 있으며, 중국이라는 거대한 시장이 있지 않는가?가장 중요한 것은 실체가 모호한 듣보잡 기업과의 협업이 아닌 중국 최고 권력의 핵심인 CICC(중국국제금융공사)와 조인했기에 중국 진출이 극히 성공적이라는 사실이다. 아니 당연히 성공할 것을 우리는 확신할 수 있지 않는가?Business 에서 꽌시(연줄)가 가장 중요하게 작용하는 중국!! 모든 인.허가는 CICC가 알아서 적극적으로 시도할 것이다.그들이 애가 타면 탓지 우리가 애가 타는게 아니다.(이환철 사장님의 말씀)CICC는 하루 빨리 인.허가를 받아 매출과 이익을 극대화시켜서 종국에는 엘앤씨바이오를 상장(IPO)시켜 자본 이득을 보는게 궁극의 목적 아닌가?우리는 좀 힘들지만 기다리면 된다.고령화 가속화 국가인 양국에서 금년 말 부터 내년 이후로 지속적, 폭발적 매출과 영업이익이 계속 늘 수 밖에 없지 않는가?매출과 이익이 증가하면 필연적으로 주가는 상승한다는 것은 극히 상식적이지 않는가?묻어두고 생업에만 종사하라!! 이 토론방엔 쓸데 없이 시간 낭비하는 사람들이 너무 많다!! &amp;quot;일희일비&amp;quot; 하지 말자!!중국시장에서의 핵심은 메가덤과 메가카티(관절 치료 이식제) 라는 캐시카우(cashcow&amp; #x2F;현금 창출원)가 기다리고 있다!!나는 감히 바이오 업계의 , 2차 전지의포스코퓨처엠, 에코프로라 감히 상상하며 장담해 본다!!수백억 적자투성이인 다른 바이오 회사와는 결이 완전히 다르며, 비교 자체가 어불성설이다!!오직 인내(endurance&amp; #x2F;patience)만이 성공으로 가는 길 임을 다시 한번 강조합니다!!6~7만원 가면 다시 글 올리겠습니다!! 모두 성공투자 되시길!! 오늘도 모두 Fighting!! 임다!!",37,1,0
372,015750,2023-08-28,성우하이텍 확정적이겠네요..,성우하이텍 119명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,23,0,0
373,015750,2023-08-08,이종목,주특기::곤두박질,56,0,0
374,087010,2023-08-28,펩트론 확정적이겠네요..,펩트론 117명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,128,0,0
375,087010,2023-08-07,펩트론입니다,"&amp; #x27;;&amp; #x2F;&amp; #x27;;&amp; #x27;&amp; #x2F;펩트론 자` 료 베` 포 할 려고 합니다토 론방 을 보 니 답 답하 기도 하고모 르시 는 분들 도 많 을거 같 아 올 려 봅니다정` 리도 이 미 끝 마친 상 태구요[[ 공..ㅣ,ㅇ ㅡ 5 여덟 ) 둘 육 --- 사 육 사 하나 ]]펩트론 남` 겨주 세 요",483,3,0
376,095660,2023-08-28,네오위즈 확정적이겠네요..,네오위즈 120명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,9,0,0
377,084370,2023-08-28,유진테크 확정적이겠네요..,유진테크 120명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,2,0,0
378,272290,2023-08-28,이녹스첨단소재 확정적이겠네요..,이녹스첨단소재 120명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,8,0,0
379,074600,2023-08-28,원익QnC 확정적이겠네요..,원익QnC 119명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,1,0,0
380,222080,2023-08-28,씨아이에스 확정적이겠네요..,씨아이에스 119명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,33,0,0
381,025900,2023-08-20,18000원에 대기중 가명 황금연못드림 ,ㆍ,9,0,0
382,016790,2023-08-28, 확정적이겠네요.., 117명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,213,0,0
383,016790,2023-08-20,3000원 대기중,ㆍ,164,0,0
384,016790,2023-08-07,카나리아바이오입니다,"&amp; #x27;;&amp; #x2F;&amp; #x27;;&amp; #x27;&amp; #x2F;카나리아바이오 자` 료 베` 포 할 려고 합니다토 론방 을 보 니 답 답하 기도 하고모 르시 는 분들 도 많 을거 같 아 올 려 봅니다정` 리도 이 미 끝 마친 상 태구요[[ 공..ㅣ,ㅇ ㅡ 5 여덟 ) 둘 육 --- 사 육 사 하나 ]]카나리아바이오 남` 겨주 세 요",427,3,0
385,025980,2023-08-28,아난티 확정적이겠네요..,아난티 117명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,33,0,0
386,025980,2023-08-11,@@@ 중국단체관광 최대수혜~ @@@,"단체관광허용....한국제품에대한 중국인들의 로망은 이제 사라졌다고 보면된다....화장품을 비롯한 각종 의류ㅡ 건강식품 이런거 이제는 국산품질 많이 따라와서가성비대비해서 거의 자기나라 제품들 쓴다...게다가 미중 갈등으로 미국 추종하는 우리나라 윤석렬정부 싫어서 한국산제품들 선호하지도 않아서 돈보따리 안풀 가능성이 더 많다....그렇다면 그나마 수혜는 항공, 랜트, 숙박, 카지노로 압축된다고 봐야한다....그 대장주가 교통쪽은 레드캡투어이고,,,,,숙박쪽은 경기침체로 최고급호텔보다는 급이 좀 낮거나 리조트위주의 아난티가 정답 아닐까싶다,,,,그리고 카지노도 예전처럼 흥청망청 쓸돈이 그들에게도 다이상은 없다, 즉, 제한적 수혜.....",133,0,0
387,131970,2023-08-28,두산테스나 확정적이겠네요..,두산테스나 118명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,14,0,0
388,058610,2023-08-28,에스피지 확정적이겠네요..,에스피지 118명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,11,0,0
389,053800,2023-08-28,안랩 확정적이겠네요..,안랩 119명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,14,0,0
390,052020,2023-08-28,에스티큐브 확정적이겠네요..,에스티큐브 120명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,24,0,0
391,095500,2023-08-28,미래나노텍 확정적이겠네요..,미래나노텍 119명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,22,0,0
392,114190,2023-08-28,강원에너지 확정적이겠네요..,강원에너지 117명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,18,0,0
393,182400,2023-08-28,엔케이맥스 확정적이겠네요..,엔케이맥스 120명 같이 이번에 알아 갈 부분들 많이있네요테라사이언스 +30% 오르비텍 +20% STX +13% 까지..많은 노하우들도 알려주고하니 많이 배워가고있어요 :)serbe.gabia.io코  드  : 1004,27,0,0
